Dataset for Test:car-s-91
Nodes:682	Edges29814
Connected Components:6

Subgraph 1
       Exam    Periods
119      92          4
120     329          7
121     321          1
122     328          8
123     139          6
124     136         10
125     141          1
126     258          3
127      47          8
128     116          2
129     118          4
130     109          6
131     190          9
132     374          1
133     368          7
134     318          8
135     369          3
136     278          1
137     288          2
138     377          4
139     332          1
140     365          0
141     355          4
142      79          6
143     372          1
144      93          0
145     102          2
146      61          9
147     154          5
148     197          2
149     100          4
150      99          4
151     124          7
152     105          8
153     107          3
154     115          0
155     127          5
156     244          9
157     226          1
158     313          1
159     101          8
160     359          5
161       9          3
162      64          3
163     284          1
164     353          3
165     126          4
166     371          1
167     108          5
168     106          7
169      43          2
170     117          0
171     110          9
172     163          6
173     273          5
174     274          6
175     338          3
176     260          0
177     123          3
178     290          1
179      67          0
180      88          2
181     140          4
182     262          0
183     205          0
184     149          1
185     287          4
186     325          4
187     334          0
188     344          1
189     345          2
190     346          8
191      48          1
192     125          9
193     291          2
194     225          2
195     242          0
196     234          4
197     243          5
198     232          7
199     236          8
200     239         10
201     253         11
202     238          9
203     254          8
204     237          0
205     248          0
206     129          8
207     221          2
208      65          4
209     319          5
210     240          0
211     310          3
212     375          4
213     112          7
214     193          3
215     230          6
216     192          8
217     294          2
218     292          5
219     379          8
220     145          0
221     152          5
222     222          0
223     309          1
224     210          5
225     249          8
226     259          2
227     378          6
228      95          5
229     308          2
230     314          2
231     326          4
232     330          9
233     233          0
234     250          3
235       5          4
236      97          2
237     272          3
238     279          4
239     150          4
240     322          0
241     302          4
242     296          2
243     297          3
244     276          2
245     311          4
246     251          4
247     252          5
248     298          1
249     304          6
250     295          7
251     333          3
252     370          2
253     327          4
254      53          5
255     307          3
256     363          1
257     235          1
258     367          3
259      82          1
260     266          0
261      14          4
262     380          4
263      10          5
264     312          1
265     151          0
266     246          0
267     301          0
268     303          0
269     360          5
270      62          0
271     364          0
272      11          2
273      13          1
274      20          3
275      18          0
276      19          6
277      16          7
278      17          8
279     212          0
280     342          0
281     343          1
282     299          0
283     130          5
284     261          1
285     264          2
286     300          1
287     103          0
288     265          0
289     331          1
290     347          1
291     128          5
292     315          0
293     317          5
294     177          1
295     195          1
296     280          1
297     172          1
298     176          0
299     220          1
300     227          0
301     228          0
302     255          1
303     263          0
304     286          2
305     219          1
306     207          2
307     209          0
308     208          3
309     121          0
310     161          2
311     158          0
312     159          1
313     160          2
314     324          0
315       7          2
316      81          1
317      91          3
318      98          2
319     275          4
320     120          0
321       6          0
322      12          3
323      69          1
324     114          0
325     164          1
326     171          1
327     186          0
328     194          0
329     181          0
330     182          1
331     183          3
332     184          6
333     185          7
334     180          1
335     111          2
336     165          0
337     166          2
338     188          0
339     189          1
340     245          0
341      15          0
342      45          0
343      50          0
344      56          0
345      70          0
346     113          0
347     122          0
348     131          1
349     137          0
350     153          0
351     157          1
352     162          0
353     167          0
354     174          0
355     175          0
356     178          0
357     179          0
358     187          0
359     213          0
360     214          3
361     215          2
362     216          0
363     217          0
364     218          0
365     247          3
366     277          0
367     305          1
368     316          0
369      51          0
370      52          1
371     169          0
372     170          1
373     144          0
374     148          0
375     156          0
376     173          0
377     381          0
378     376          0

      Exam    Periods
--  ------  ---------
 0     168          0

      Exam    Periods
--  ------  ---------
 0     256          0

Total Colors used:19

Dataset for Test:pur-s-93
Nodes:2419	Edges86261
Connected Components:9

Subgraph 1
        Exam    Periods
----  ------  ---------
   0     637          0
   1    1786          1
   2     868          2
   3    2249          3
   4    2106          4
   5     391          5
   6     541          6
   7     503          7
   8    1673          8
   9    1675          9
  10    1805         10
  11    2068         11
  12     677         12
  13    2207         13
  14    1359         14
  15    1471         15
  16     573         16
  17    1685         17
  18    1465         18
  19    2090         19
  20    2083         20
  21     246         21
  22      96         22
  23     654         23
  24    2089         24
  25    1316         11
  26    2088         25
  27     389          1
  28    1951         26
  29    1794         16
  30    2316         21
  31     872          2
  32     642         24
  33    2247         14
  34    1297         27
  35    2023         28
  36    2210         13
  37     950         10
  38     104         25
  39     663         29
  40    2067         12
  41     105         11
  42    1952         15
  43    1393         12
  44    2206         13
  45    1470         15
  46     873          8
  47    2070          4
  48    2250          3
  49    1686          9
  50     261         20
  51     385          5
  52    1399         28
  53    1395         19
  54     572         22
  55    1853         23
  56    1787         29
  57    1984         30
  58     574         19
  59     310         24
  60    2319         18
  61    1985         21
  62     142         15
  63     579         26
  64     870         29
  65    1852         11
  66    1483         30
  67    2203         28
  68     575         16
  69    2097         15
  70    1469         31
  71     392         22
  72    2099         10
  73     539         28
  74    2071          4
  75     780         14
  76    2248          3
  77    1281         18
  78     386          5
  79     103          6
  80    1678          9
  81    1460         12
  82    2245          3
  83    1687          7
  84    1423         27
  85     247         31
  86     393         32
  87    1688         17
  88    2098         21
  89    1979         30
  90    1956         21
  91    1462         31
  92    1672          9
  93    2025         30
  94    1487         28
  95     806         29
  96    1627          5
  97    1986         25
  98    1677          6
  99    1400         19
 100    2226         27
 101    1459         24
 102    2318         32
 103    2031         16
 104    1529         33
 105    2037         27
 106    1420         32
 107    2101         20
 108    1360          8
 109     901         23
 110    1466         28
 111     394         33
 112     580         34
 113    2380         22
 114     507         22
 115    2084         13
 116     447          0
 117    1397          1
 118    1467         24
 119    1630          1
 120    2205         12
 121     581         19
 122     582         28
 123    1478         23
 124    2280         31
 125    1990          5
 126      95         26
 127    1474         15
 128    1945         26
 129    1396         20
 130    2066          4
 131    2027          3
 132    1422         14
 133    2326         18
 134    1461         18
 135    1798          5
 136    2029         15
 137    2074          7
 138    2218         12
 139    2075         17
 140    1668          8
 141    1485         27
 142    2325          7
 143    1510         21
 144    2079         21
 145    1793         20
 146    1421          3
 147    1482         17
 148     505         31
 149    2026         25
 150    1445         12
 151     586         16
 152    1958          8
 153     509         18
 154    1913          2
 155     900         17
 156     578         24
 157    1448         26
 158    2287         23
 159     660          0
 160    2091         16
 161     432          9
 162    1631         10
 163     722         17
 164    1443         32
 165    1383          9
 166    1476         10
 167     538         21
 168    2171         11
 169    2145          7
 170     320         19
 171    1317         24
 172    2086         24
 173    2087          2
 174    2076         23
 175     807         20
 176    2069          4
 177    1941         22
 178    1898         30
 179    1472         21
 180    2219          2
 181    1601         14
 182    2035         12
 183     179         14
 184    1802         23
 185     516         16
 186     583          3
 187     380          0
 188    2291          0
 189     390          9
 190    1671         16
 191    1424         11
 192     319         28
 193     194         13
 194     223         20
 195     506         26
 196     140         13
 197    2204         20
 198    2208         32
 199    1937          0
 200    1752          8
 201    1962          1
 202    1841         14
 203    2213          1
 204    1600         14
 205    1912         28
 206    2221          1
 207    2032          0
 208    2214          9
 209     558          7
 210     396         14
 211     591         27
 212    2052          8
 213    2222          9
 214    1447         24
 215    2296         17
 216    2095         11
 217    2220          6
 218    2234         16
 219    2229         31
 220    2225         18
 221    1947         13
 222    1451         11
 223    1392         10
 224    1946         12
 225     563          9
 226     560         11
 227     808         22
 228    1633          5
 229    2269          0
 230    2187          3
 231    1927          0
 232    1914         31
 233    1923         29
 234    1452          2
 235     251          4
 236     941          8
 237    1670          1
 238    1489          6
 239    1983         11
 240    1940          1
 241     387          5
 242     388         15
 243    1446         11
 244     398          1
 245    2400          2
 246    1899         13
 247    2038          1
 248    1527          0
 249    1363         24
 250    2227         15
 251     812          7
 252    2039          9
 253    1960          0
 254     221          6
 255     198         11
 256    2230          8
 257     412         15
 258    1157          2
 259     958         29
 260     324         30
 261     748          7
 262     951         25
 263    1981         26
 264     348         13
 265    1159         16
 266    1463         24
 267     323          0
 268    1171         15
 269    1084         19
 270    2320         20
 271    2348         24
 272    1475         13
 273     125         17
 274     253          0
 275    1158          3
 276    2233         27
 277    2022         20
 278     905          9
 279    2024         14
 280    2107          4
 281     395         21
 282    2228          2
 283     318         27
 284     557         21
 285     880          4
 286    1993          6
 287    1963         10
 288    2034         25
 289    2211         12
 290     587         20
 291    1955          2
 292     458         24
 293     809         10
 294    2042         22
 295    2050          4
 296    2202         19
 297     813          6
 298    1484          7
 299    1204          7
 300    1881         14
 301     510          4
 302    2236         19
 303    1632         15
 304    1944         24
 305    2176         17
 306     815          9
 307     811         17
 308    1680          6
 309    1524         24
 310    2077         27
 311    1163          8
 312    1948         28
 313    1384         10
 314    1450         18
 315    2044         12
 316    1949          2
 317    1954         15
 318    1398         25
 319    2303         15
 320    1207          1
 321    1634         25
 322    2345         10
 323    1063         24
 324    2212         26
 325    1637         16
 326    1864         19
 327    1528         18
 328    1481          1
 329    2215          8
 330    1790          2
 331    1900         17
 332     776          3
 333    1609         13
 334    1791          7
 335    1164          0
 336    2232         20
 337     556          5
 338     199          8
 339    1525          3
 340    1911          7
 341    2261         20
 342    2159         14
 343    1495          2
 344     810         18
 345    1950         11
 346    1957          8
 347    2161         15
 348    1295         20
 349    2162          0
 350     782         11
 351    2277         19
 352    1701         21
 353    2175         22
 354    2160          9
 355    1666          8
 356    1169          4
 357    2201         13
 358     571          5
 359     595          0
 360    1378          3
 361    1690          9
 362     597         12
 363    1987         25
 364    1211         10
 365    2028         21
 366    1083         10
 367    2317         22
 368     311         20
 369     590         12
 370    1105         10
 371    1125         27
 372    1133          8
 373    1043         14
 374    1106          0
 375    1982         11
 376    1803          8
 377     376          8
 378    1682         17
 379     147         26
 380    2049         20
 381    2278         13
 382    2036         12
 383    2290          6
 384    2058          0
 385    1792         21
 386    1806         15
 387    1807         28
 388     879         11
 389    2081         13
 390     511         22
 391     519          6
 392     512         31
 393    1705         11
 394    1703         12
 395    1942          7
 396    1700         19
 397     874          2
 398    1161         18
 399    1988         15
 400    1059          7
 401    2110          4
 402     209          6
 403     772         18
 404    1166          6
 405     691         13
 406     132          4
 407     106          4
 408    2093         20
 409     446         22
 410    1526         16
 411    1210          1
 412    1477          5
 413    1953         23
 414    1964          3
 415     203          9
 416    2157         19
 417    2170          3
 418    2177         23
 419    2173          8
 420     420          2
 421    2156         23
 422    2373          6
 423    1189         15
 424    1165         27
 425    1795          8
 426     448         27
 427     202          4
 428    1910         12
 429     904          0
 430     959         14
 431    1177         19
 432    2178          0
 433     438         10
 434     455         19
 435     426         27
 436     427         14
 437    1178          1
 438    1694         12
 439    1943         26
 440    2282          4
 441    1935         15
 442    1479          8
 443    1493          6
 444    1636          6
 445    1629          7
 446    2179         14
 447     648          3
 448    2376          2
 449    1174          4
 450    1488         16
 451    1494          5
 452    1490         23
 453     439         12
 454    1640          9
 455     540          3
 456    1206          1
 457     643          1
 458     908          4
 459    2237          8
 460    2328          0
 461    1430         25
 462    2276          3
 463    1567         14
 464     884         10
 465    1604          6
 466    2102          5
 467     596         10
 468    1796          1
 469     559         18
 470     449          8
 471    1040         11
 472    1087         10
 473     562         20
 474    1073          7
 475    1530         22
 476    1641          5
 477    1107         10
 478    1122          6
 479    2180          5
 480    1094         10
 481    1100         14
 482    1110         25
 483     225          4
 484    1068         11
 485    1635          7
 486     795         22
 487    1235          3
 488    1130         11
 489    1095         10
 490    1067         10
 491    1088          8
 492    1074          5
 493    1929          5
 494    1209         11
 495    1922         10
 496    2288         18
 497    1160          7
 498    2231         16
 499    1230          7
 500    1531         14
 501    1788          6
 502    2294         15
 503    2279          6
 504     819         21
 505     814          5
 506    2030         12
 507     631          0
 508    1532         11
 509    1213         16
 510    1214         16
 511    1175          3
 512    2235          9
 513     322          9
 514     661          5
 515    1208          1
 516    1327         10
 517    1212         21
 518     419         25
 519    1444         13
 520     138         12
 521    2262          3
 522    1683          9
 523     139          6
 524     377         11
 525    1867          1
 526    1994          7
 527     228          7
 528     141         23
 529    1168          7
 530     119          2
 531     418          0
 532     154          3
 533     208         25
 534     234         17
 535     143         12
 536     226          1
 537    2216         17
 538    1555          2
 539     881          3
 540     149         24
 541     689          6
 542    1118         13
 543     827          9
 544    1155          2
 545    2047         18
 546     680          2
 547     828         11
 548    1173         16
 549    2223          2
 550     326         17
 551     695          2
 552    1486         14
 553    2267         20
 554    2321          0
 555     518          2
 556    1224          6
 557    1480          3
 558    2323         17
 559     871         11
 560    2041         13
 561     817          5
 562    1179          7
 563     249         24
 564    1842          2
 565    2164         16
 566    2155         18
 567    1138         25
 568    1216          2
 569     229          5
 570    1866         12
 571     665          8
 572     650          9
 573    1934          7
 574    1065         12
 575    1865         18
 576    2166         10
 577    2165          7
 578    1077         10
 579    1388          1
 580    1080         10
 581    1104         19
 582     222         10
 583     241          2
 584     227          0
 585    1112          7
 586    1356         23
 587       1         19
 588     832         25
 589       2          9
 590    1348          0
 591    1128         26
 592     156          0
 593    1282         21
 594     757          5
 595    1099         13
 596     513          5
 597     515         18
 598    1176          8
 599    1061          6
 600    1089         21
 601    1103         10
 602    1185          6
 603     237          1
 604    1115         14
 605    1190          7
 606    1136         13
 607    1124          6
 608     796          3
 609    1137          6
 610    1515         11
 611    1534          7
 612    2082          6
 613     440         16
 614    1046         10
 615    1056         12
 616    1134         25
 617    1050         10
 618    1045         23
 619    1926         13
 620    1038         21
 621    2108         19
 622    1625         13
 623    1707          3
 624    1732          2
 625    1015         10
 626    2283         20
 627    2148         15
 628    1684          1
 629    2293          4
 630    1538          0
 631     381          9
 632    2284          6
 633     150         15
 634    1539          4
 635    1181          4
 636    1223          9
 637     200          7
 638    1172          1
 639    1366         19
 640    1198          5
 641    1184         17
 642     917          1
 643    1182         12
 644     885         11
 645    2217         15
 646    1542          7
 647     773          1
 648    2383         11
 649    1365         11
 650     113          7
 651    2265         12
 652    1812         18
 653    1180         14
 654     546         10
 655    1702          9
 656    2163         15
 657     193         18
 658     197         27
 659    2169         13
 660     218          2
 661     192         15
 662     647          7
 663     146         13
 664     152          1
 665     791          0
 666    2379         14
 667    2147          5
 668    2329         12
 669     645          9
 670    2033          9
 671    2266         22
 672    1227          2
 673    2045          6
 674     877         13
 675    1203         19
 676     906          0
 677    1191         13
 678    1151          2
 679    1834         13
 680    1233         15
 681    1326          8
 682    1698         19
 683     451          9
 684     453          7
 685     454         18
 686     444         13
 687     428         11
 688     465          0
 689     816          0
 690    2188         19
 691     830         17
 692    1215          9
 693    1234          9
 694    1257         11
 695    2040          6
 696    1473         14
 697    1800         22
 698     687          6
 699    1506         19
 700    1699          7
 701    1771         16
 702     354         21
 703    1092          0
 704    1577          1
 705    1772         14
 706    2382         16
 707    1032          7
 708    1170          6
 709    1258         17
 710    1202          0
 711     678          5
 712    1236         10
 713    2100         18
 714     231         22
 715     697         20
 716     644          9
 717     666          4
 718    1085         10
 719     694          1
 720    1225          2
 721    1226          7
 722    1364          6
 723    1312          1
 724      83         16
 725     155         11
 726     667         11
 727     758         21
 728    1114         10
 729    1568          6
 730     699          4
 731    1965          1
 732     172         24
 733     902          2
 734    1154          0
 735    1156          7
 736     914          4
 737    1187          5
 738     459         12
 739     639         13
 740     820         15
 741    1082         10
 742    1096          8
 743    1697          1
 744    1141          3
 745    1238          1
 746    1186         16
 747    1231          9
 748     714         13
 749    1034         10
 750    1131          7
 751    1799          1
 752    2158         19
 753    1029         14
 754    1066          6
 755    1079          6
 756    1918          6
 757    1093          7
 758    2224          6
 759    1041         18
 760    1102         18
 761     953         12
 762    1129          2
 763    2374         14
 764    1353         15
 765    1811         14
 766     576         12
 767     713         24
 768     797          0
 769    1054         12
 770    1091          3
 771     753         11
 772    1192          6
 773    1797         19
 774      16         12
 775    1058         23
 776    2191          7
 777     401         16
 778     619          3
 779    1026          1
 780    1321          3
 781     410          2
 782     653          2
 783     144         20
 784     239         21
 785    1132          4
 786    1127         13
 787    1347          0
 788    1710         22
 789    1837          3
 790    1086         22
 791     749         24
 792    1239          5
 793    1196          3
 794    2168         13
 795    1051         10
 796     664          3
 797    1048         10
 798    1322          4
 799    1390         11
 800    1113          4
 801     520          1
 802    1150          8
 803      80          0
 804    2256         11
 805     173          2
 806    2292         15
 807     270         17
 808     756         13
 809     309          6
 810    2209          0
 811    2073         12
 812    1676          0
 813    1205         13
 814    2301         12
 815     305         17
 816     685         11
 817     759          7
 818     761          8
 819     755         15
 820    1349          1
 821     907          1
 822     747          5
 823     679          2
 824     686         10
 825     698          9
 826     823          3
 827    1228          0
 828     452          1
 829     824         22
 830     821         10
 831     683          7
 832     684          8
 833    1537          8
 834     542          4
 835    1533         19
 836    1549         22
 837    1543         17
 838    1579          5
 839    2289         23
 840    2281         12
 841    1589          3
 842     594         10
 843    2146          9
 844    1078         13
 845    1936         25
 846    1064          7
 847    1509          1
 848    2113          8
 849     543          9
 850    2103          2
 851     429          6
 852     775          4
 853    1194          8
 854    1183         18
 855     903          3
 856    1199         11
 857     210         12
 858     196          1
 859    1121          6
 860    1809         23
 861    1240          4
 862     692         25
 863    2109          1
 864    2300         13
 865    1915         14
 866     913          4
 867    1049          1
 868    1200         22
 869     681          0
 870     461         10
 871     781          8
 872    1152         13
 873    1810          3
 874     281         12
 875     638          6
 876    1120         15
 877    1072          8
 878       3          1
 879    1692          2
 880      39          6
 881    1689          6
 882    1868         14
 883      59          9
 884    1062          4
 885    1081         10
 886    1111          0
 887     406          5
 888     508          3
 889     378         12
 890    1355          3
 891    2255          3
 892    1117         10
 893     825          4
 894     915          2
 895    2092          3
 896    1148         13
 897    2048         11
 898     726          2
 899    1098         10
 900    1284          0
 901     787          9
 902     786          2
 903    1498          3
 904    1188         10
 905     919          3
 906    1540         14
 907    1379          0
 908    1836          0
 909      53         12
 910    2295          3
 911     268         20
 912     469          7
 913     250          9
 914    1027         10
 915     178         12
 916    1328          6
 917    1582          8
 918     994         15
 919     358         17
 920     869         22
 921     351         17
 922    2305         21
 923    2312         11
 924    1229          5
 925    1610         13
 926    1789         13
 927    2375          9
 928     269         10
 929    1075          6
 930     702         12
 931    1167         11
 932    2007          5
 933    1343          3
 934     118          0
 935    2384         16
 936    1069         10
 937     110          9
 938     700         10
 939     952         15
 940     882          0
 941    2298          3
 942    1101         10
 943    1679          4
 944    2381         10
 945    1052         12
 946     212         13
 947    1070         11
 948    1109          0
 949     703         14
 950    1135         20
 951    1344         16
 952    1760          5
 953    1047         10
 954     875          8
 955    1033          4
 956    1967          5
 957     592         13
 958    2240          1
 959     599         15
 960     588         13
 961      33          7
 962    1201         12
 963    1283          1
 964    1970          9
 965     708          5
 966    1014          7
 967    1695         10
 968    1992          0
 969     690         14
 970    1076         15
 971    1140          4
 972    2259          6
 973    1116         10
 974    1354          4
 975    1013          2
 976    1622          3
 977    1618         14
 978    1507         10
 979      35         16
 980     774         12
 981     696         21
 982     785          5
 983     308          3
 984     307          4
 985    1449          5
 986     521         15
 987     517          5
 988    1044          2
 989    2167         21
 990    1242         18
 991    1219          1
 992     182          3
 993     181          8
 994     321          5
 995    1071         10
 996    1861          1
 997     829          1
 998    2309         19
 999    1030         10
1000     224          0
1001      36          1
1002    1222          0
1003    1352          3
1004    1860          2
1005    1255          0
1006    1149         13
1007    2051         10
1008     433         15
1009     443          2
1010    2253          6
1011     430          9
1012      73          2
1013    1843         10
1014    2190         14
1015     548          3
1016      78          2
1017     151          4
1018     993         18
1019    1575         15
1020    1574         22
1021    1042          6
1022     731          2
1023    1784          7
1024    1770         17
1025    1566          7
1026    1761         19
1027    1758          3
1028    1580         13
1029    1586         12
1030    2377          6
1031     682         11
1032     704          5
1033     655         18
1034     649         15
1035    1464          6
1036      13          5
1037     128         10
1038     450         13
1039    1153         21
1040    1590          4
1041     676          0
1042    1585          1
1043    1754          1
1044    1908          5
1045     672          4
1046     463          7
1047     701          9
1048     460         16
1049     276         18
1050     954         16
1051     240          4
1052      10          9
1053     405         11
1054    1090          8
1055    1535         13
1056    1536         15
1057      55          4
1058     707         12
1059     651          0
1060    1053         10
1061    1628          0
1062    2297         19
1063     790         13
1064    2302         22
1065       7          6
1066     442          0
1067     467          1
1068    2327          6
1069    1605          3
1070     544         16
1071    1006          2
1072    1195          1
1073    1162         14
1074     127         15
1075     764          3
1076     770          5
1077    2238          0
1078      86          1
1079     126          6
1080     710          8
1081    1035         10
1082    1126          0
1083     688         16
1084     712          0
1085     729          5
1086     883          9
1087    1028          6
1088    1762          6
1089    2308          9
1090    2322         13
1091    1123          8
1092    1691          8
1093    2141          0
1094    1243          5
1095      74          2
1096     327          7
1097     431         18
1098    1147         10
1099     765         18
1100    1055          4
1101    1427          2
1102    1144          1
1103    1759          8
1104      68          9
1105     640          0
1106    1009          4
1107    1019          7
1108      34          4
1109      75          5
1110     400          8
1111      43          1
1112    1323          0
1113     195         10
1114    1846          0
1115    1017          3
1116      67          3
1117     711          3
1118     912         12
1119    1816         14
1120     967         12
1121    1394          0
1122     909          6
1123     437          5
1124     352         16
1125     370          4
1126    1241          6
1127    1885          1
1128    2172          7
1129    1296          4
1130    1298          3
1131     263          1
1132     265          5
1133     693          4
1134    2310         10
1135    1380          6
1136    2357          2
1137     674          1
1138     355         14
1139     353         19
1140    1025          7
1141    1591          2
1142     646          2
1143     659         13
1144    2055          0
1145    1097         10
1146    1578         10
1147    2270          3
1148    2273          5
1149     675          0
1150    1709         15
1151     259         11
1152     671          0
1153    2364          3
1154    2393          2
1155    1331         15
1156    2401          4
1157    2347          5
1158     750          1
1159     728         14
1160    1299          0
1161    1060         10
1162    1244          1
1163     158          1
1164     763          9
1165     754          2
1166    1357          3
1167      65          5
1168      94          3
1169     363          7
1170     752         20
1171    1382          2
1172    1237         12
1173    1345         17
1174    1358          3
1175    2085          7
1176    1638          4
1177      84          0
1178      57          1
1179     462          5
1180     632         14
1181    1428          3
1182    1057         10
1183    1220          4
1184    1541          6
1185    2306         10
1186     561          3
1187     593          1
1188     916          2
1189    1966         10
1190     112          2
1191     769         11
1192     818         13
1193    1108         10
1194    1324         14
1195    1023         10
1196    2150          1
1197     888          7
1198     955          8
1199    1256         12
1200    1304          3
1201    2257          7
1202      79          2
1203     657         10
1204    1037         11
1205    1517          7
1206     523          7
1207     725          3
1208    1346          3
1209    1513          0
1210    1831         11
1211      76          6
1212      77          1
1213    1814          2
1214     235          2
1215     325          1
1216     399          5
1217    1146          3
1218    2043         12
1219    1010          1
1220      38          2
1221     267         14
1222     794          5
1223     910          3
1224    1285          3
1225    1884          0
1226     175          4
1227     236          0
1228     435          4
1229     788          8
1230    1779          9
1231    1544          4
1232    1808          7
1233     716          4
1234    1232          5
1235     668          0
1236    1583          8
1237     673          6
1238     670          0
1239    1000          5
1240     996          2
1241    1249          4
1242    1252          0
1243     292         15
1244     368          8
1245     718          3
1246    1350          3
1247    1862          8
1248      92          0
1249    2286         11
1250     361          3
1251    1303          7
1252    1581          4
1253    1614         15
1254     366          5
1255     359         16
1256     357         13
1257     360         20
1258      64          0
1259     362         12
1260     766          3
1261     768          1
1262     717          8
1263     876         10
1264    1838          2
1265     411          3
1266    1693          4
1267    1011          7
1268    2046          5
1269     364         15
1270     372          0
1271     375         17
1272     367          6
1273     371         21
1274     373          3
1275     356          6
1276    1253         10
1277    1020          2
1278    1197         14
1279     656         12
1280     652         18
1281    1371          1
1282     658          7
1283    1119          3
1284    1221          8
1285    1767         13
1286    1765         21
1287      50          1
1288      37          2
1289      42          0
1290      49          0
1291     243          6
1292    1311          2
1293     365         14
1294    2389          5
1295    2194         12
1296     878          6
1297     545          0
1298     911         12
1299    1362          4
1300    1491          3
1301    1617          6
1302    1674         12
1303    1920          0
1304    2104          0
1305     145         11
1306     522          7
1307     887          0
1308    1031          1
1309     205          4
1310    1007          3
1311    1021          4
1312    1145          0
1313    1193          0
1314    2096          7
1315    1334          7
1316    2311          1
1317    2299          2
1318     956         16
1319      51          1
1320     470          5
1321     584          6
1322    1845         13
1323    1847          8
1324    2072          4
1325     238          6
1326    1508          7
1327    2307         14
1328    1603          1
1329    2258          2
1330    2264          3
1331    1139         14
1332    1511          6
1333    1833          7
1334     988         12
1335     998          7
1336    1250          2
1337    1851          3
1338    1245         16
1339     230          3
1340    1337          5
1341    1777          5
1342    1569         12
1343     623          6
1344    2350         11
1345     992          5
1346     984          2
1347    1335          7
1348    1615         20
1349    1768          8
1350     995          8
1351    1002          3
1352    1764         12
1353      91          9
1354    1669          7
1355      41         14
1356     134          8
1357    1588          7
1358    1901         10
1359       6          0
1360      14          2
1361     280          5
1362    2252          8
1363    2315         15
1364     724          3
1365    1369         10
1366      93          2
1367     115          5
1368    2268          7
1369      61          0
1370    1518          2
1371    1991          0
1372    2152          2
1373    1804         12
1374      46          2
1375      81          5
1376     254          3
1377    1869          8
1378    1639          1
1379    1830          8
1380    1848          2
1381    2254          2
1382      66          4
1383      87          1
1384     620          1
1385     727          9
1386     232         18
1387    1500          6
1388    1521          3
1389    1254          2
1390    1801          0
1391    1978         12
1392      47          5
1393    1008         10
1394    1313         14
1395    1763         17
1396    1318          5
1397    1916          1
1398    2260          3
1399    1012          2
1400     183          1
1401    1351          0
1402    1626          2
1403     822          3
1404    2338          7
1405    2246          0
1406     514          0
1407    1850          1
1408     434          1
1409     284         13
1410     189         10
1411     295          8
1412     669          0
1413     271         15
1414     985          3
1415     283         16
1416     272          6
1417     264         11
1418     277          0
1419     282         17
1420     299          1
1421     266         15
1422     291         18
1423     720          6
1424    1247         10
1425    1248          6
1426    1780         13
1427    1774         11
1428    1781         17
1429    1782          3
1430     278          5
1431     927          9
1432    2114          3
1433     641          0
1434    1338          1
1435    1551          3
1436     997          9
1437    1571          7
1438    1651          1
1439     409          4
1440     402          1
1441    1576         13
1442    1778         10
1443      82          6
1444      72          3
1445     379          2
1446     732          2
1447      88          3
1448     550          4
1449    2366          7
1450    2365          9
1451    1251          2
1452      40          3
1453     262          2
1454    1389          2
1455    1429          2
1456     275          5
1457    2078          0
1458    2080          6
1459      60          3
1460      85          1
1461     273          5
1462     274          7
1463    1839          5
1464    2285          4
1465     624          5
1466     826          0
1467    2355          7
1468    2359         10
1469    2349          5
1470     122          1
1471     206          5
1472     441          1
1473     999          8
1474    1287         11
1475    1855         11
1476    2419          6
1477    1468          0
1478    1776          9
1479    1844          5
1480    1917          4
1481    2341          5
1482    2352         16
1483      62          4
1484     662          4
1485    1835          4
1486    1497          0
1487    1832         11
1488     436          4
1489     549          2
1490     129          2
1491     585          2
1492    2263          3
1493     456          8
1494     457          3
1495     719         10
1496     991          6
1497    2346         10
1498     990          7
1499     989          2
1500     124          5
1501    2398          7
1502     109         10
1503     779          4
1504     751          5
1505     986          8
1506    1425          6
1507     963          3
1508    1024          1
1509    1319         11
1510     216          0
1511     298          3
1512     987         11
1513      15          4
1514    1217         10
1515    1961          1
1516     771         12
1517    1550         12
1518    2358          4
1519      11          0
1520     294          2
1521    1036          0
1522    1907          3
1523      48          1
1524      58          6
1525     404          6
1526    1361          2
1527    1696          0
1528    1681          7
1529    1980          1
1530      90          5
1531     374         14
1532     920          7
1533     928          6
1534    1001          1
1535    1499          0
1536    1642          1
1537    1769         11
1538      52         13
1539     174          5
1540     176          2
1541    1005          1
1542    1022          3
1543    1619          3
1544    1620          5
1545    1883          7
1546    1882          8
1547    2403          9
1548    2154          4
1549    2391          0
1550     922         10
1551    1924          3
1552    1018          0
1553    1496          4
1554      44          3
1555     131          1
1556     706          3
1557    1308          2
1558    1863          0
1559     547          1
1560    1143          0
1561    1989          0
1562     177          0
1563     252          1
1564     589          1
1565     730          6
1566    1616          1
1567    1817          6
1568      22          7
1569      23         13
1570     715          1
1571    2363          5
1572    1246         13
1573       5         10
1574       9          7
1575       4          3
1576     709          2
1577     961          7
1578    1775         13
1579     111          2
1580     108         11
1581    1289          0
1582    2372          0
1583      45          5
1584     625          8
1585     723          4
1586    1016          3
1587      54          4
1588    1592          1
1589     746          0
1590    1840          1
1591    2340          6
1592    2362          0
1593     187          3
1594     190          4
1595     382          0
1596    1218          6
1597     289          1
1598     288          3
1599     285          2
1600     338          0
1601     792          3
1602     778          8
1603     793          9
1604    1857          7
1605     721          1
1606     784          4
1607    1288          1
1608    1602          2
1609    1858          4
1610    1856          7
1611      71          9
1612     123         12
